Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards,Year
Alando Tucker,24,PHO,SG,30,1,282,9.2,21.5,.430,1.4,4.1,.348,7.8,17.4,.449,.463,4.6,5.9,.788,3.4,2.1,5.5,2.1,0.9,0.2,2.5,2.5,24.5,106,117,,2008-2009
Josh McRoberts,21,IND,PF,33,0,279,6.2,14.8,.422,0.0,1.8,.000,6.2,13.0,.479,.422,1.8,2.3,.769,4.6,8.6,13.2,2.9,2.1,2.9,2.1,7.3,14.3,100,105,,2008-2009
Oleksiy Pecherov,23,WAS,C,32,0,277,7.4,19.2,.386,2.7,8.2,.326,4.8,11.0,.431,.455,4.6,5.5,.828,6.7,7.8,14.5,0.4,1.1,0.6,1.9,6.5,22.1,111,114,,2008-2009
Tarence Kinsey,24,CLE,SG,50,3,277,6.1,13.5,.449,1.4,3.5,.389,4.7,10.0,.471,.500,6.4,7.4,.868,2.0,5.5,7.4,2.0,2.3,0.0,4.3,6.6,19.9,105,103,,2008-2009
Anthony Roberson,25,2TM,PG,29,0,276,7.9,21.7,.367,4.7,14.6,.321,3.2,7.0,.462,.475,0.9,0.9,1.000,1.1,2.9,4.0,3.6,1.8,0.2,1.4,3.2,21.5,103,113,,2008-2009
Anthony Roberson,25,NYK,PG,23,0,253,7.7,20.2,.379,4.7,13.9,.338,2.9,6.3,.469,.495,1.0,1.0,1.000,0.8,2.2,2.9,3.7,2.0,0.2,1.4,3.5,21.0,106,113,,2008-2009
Anthony Roberson,25,CHI,PG,6,0,23,11.2,38.1,.294,4.5,22.4,.200,6.7,15.7,.429,.353,0.0,0.0,,4.5,11.2,15.7,2.2,0.0,0.0,2.2,0.0,26.9,81,110,,2008-2009
Mario West,24,ATL,SG,53,3,269,2.8,6.8,.412,0.2,0.2,1.000,2.6,6.6,.394,.426,2.8,6.0,.467,4.8,6.4,11.1,3.8,3.6,0.8,2.6,7.0,8.6,101,104,,2008-2009
Cartier Martin,24,CHA,SF,33,1,266,5.7,15.7,.364,2.0,6.7,.303,3.7,9.0,.409,.429,4.1,5.1,.800,1.4,5.3,6.7,2.7,1.6,0.8,1.8,6.7,17.6,103,107,,2008-2009
Lindsey Hunter,38,CHI,PG,28,0,266,5.2,15.9,.329,3.1,9.3,.333,2.1,6.6,.324,.427,0.6,1.0,.600,0.4,1.9,2.3,7.2,3.9,0.2,3.7,5.4,14.2,89,108,,2008-2009
Kris Humphries,23,TOR,SF,29,0,265,7.5,17.7,.422,0.0,0.0,,7.5,17.7,.422,.422,7.5,9.5,.792,4.7,9.1,13.8,2.0,1.6,1.2,1.6,6.1,22.4,112,108,,2008-2009
Dee Brown,24,2TM,PG,19,11,261,3.6,9.8,.367,1.4,4.8,.292,2.2,5.0,.440,.439,0.6,1.0,.600,1.4,4.4,5.8,7.2,2.0,0.0,3.4,5.6,9.2,92,115,,2008-2009
Dee Brown,24,WAS,PG,17,11,233,3.8,10.0,.386,1.4,4.5,.300,2.5,5.4,.458,.455,0.2,0.7,.333,1.6,4.8,6.3,7.5,2.3,0.0,3.2,5.0,9.3,94,114,,2008-2009
Dee Brown,24,PHO,PG,2,0,28,1.8,8.9,.200,1.8,7.1,.250,0.0,1.8,.000,.300,3.6,3.6,1.000,0.0,1.8,1.8,5.4,0.0,0.0,5.4,10.7,8.9,74,119,,2008-2009
Patrick O'Bryant,22,2TM,C,39,3,255,9.3,17.3,.536,0.0,0.4,.000,9.3,16.9,.549,.536,2.3,4.1,.550,2.7,10.9,13.6,2.3,1.2,3.9,4.5,12.6,20.8,94,101,,2008-2009
Patrick O'Bryant,22,BOS,C,26,0,108,7.9,15.2,.516,0.0,0.0,,7.9,15.2,.516,.516,3.9,5.9,.667,3.4,13.3,16.7,3.9,1.5,3.9,8.4,14.3,19.7,85,95,,2008-2009
Patrick O'Bryant,22,TOR,C,13,3,147,10.3,18.8,.547,0.0,0.7,.000,10.3,18.1,.569,.547,1.1,2.8,.375,2.1,9.2,11.4,1.1,1.1,3.9,1.8,11.4,21.7,102,106,,2008-2009
Morris Almond,23,UTA,SG,25,1,255,6.7,16.4,.407,1.0,3.4,.294,5.7,12.9,.438,.438,4.2,5.3,.808,1.8,5.5,7.3,1.4,0.8,0.8,3.2,6.3,18.6,94,110,,2008-2009
Jake Voskuhl,31,TOR,C,38,1,240,2.6,9.8,.267,0.0,0.0,,2.6,9.8,.267,.267,2.4,3.0,.786,4.6,8.3,12.8,1.7,0.7,0.9,3.7,13.0,7.6,75,111,,2008-2009
Shaun Livingston,23,2TM,PG,12,1,231,6.9,13.4,.517,0.0,0.0,,6.9,13.4,.517,.517,2.0,2.2,.900,0.7,5.6,6.3,4.5,1.6,0.4,2.0,2.7,15.9,109,111,,2008-2009
Shaun Livingston,23,MIA,PG,4,0,41,3.9,10.4,.375,0.0,0.0,,3.9,10.4,.375,.375,3.9,5.2,.750,0.0,2.6,2.6,5.2,2.6,0.0,3.9,5.2,11.7,85,110,,2008-2009
Shaun Livingston,23,OKC,PG,8,1,190,7.6,14.0,.538,0.0,0.0,,7.6,14.0,.538,.538,1.6,1.6,1.000,0.8,6.2,7.0,4.3,1.3,0.5,1.6,2.2,16.7,115,111,,2008-2009
Ryan Bowen,33,NOH,SF,21,3,219,5.5,9.5,.579,0.0,0.0,,5.5,9.5,.579,.579,0.7,1.2,.600,2.5,3.5,6.0,2.2,3.5,1.2,1.2,9.2,11.7,118,105,,2008-2009
Maceo Baston,33,IND,PF,27,0,217,5.7,10.5,.543,0.0,0.2,.000,5.7,10.3,.556,.543,3.9,6.2,.630,5.0,6.9,11.9,1.6,1.4,2.3,2.8,8.9,15.4,112,108,,2008-2009
Henry Walker,21,BOS,SF,29,0,216,8.9,14.3,.621,0.0,0.2,.000,8.9,14.0,.632,.621,3.9,5.7,.696,2.0,5.2,7.1,3.2,1.5,0.5,4.4,12.5,21.6,108,104,,2008-2009
Ike Diogu,25,2TM,PF,29,1,215,9.5,18.0,.527,0.2,0.5,.500,9.3,17.5,.528,.534,9.7,12.9,.755,6.3,7.3,13.6,0.7,0.7,0.7,2.9,5.6,29.0,121,114,,2008-2009
Ike Diogu,25,POR,PF,19,0,73,4.6,14.4,.316,0.0,0.0,,4.6,14.4,.316,.316,11.4,15.2,.750,9.1,3.8,12.9,0.0,0.8,1.5,4.6,6.8,20.5,103,111,,2008-2009
Ike Diogu,25,SAC,PF,10,1,142,11.8,19.7,.600,0.4,0.7,.500,11.5,19.0,.604,.609,9.0,11.8,.758,5.0,9.0,14.0,1.1,0.7,0.4,2.2,5.0,33.0,130,115,,2008-2009
Anthony Tolliver,23,SAS,PF,19,0,208,5.0,17.0,.292,2.3,10.7,.220,2.6,6.3,.417,.362,1.3,2.6,.500,3.1,7.6,10.7,4.4,1.3,0.3,1.8,4.2,13.6,89,105,,2008-2009
Mark Blount,33,MIA,C,20,0,207,7.7,20.1,.385,2.8,7.0,.407,4.9,13.2,.373,.455,2.1,3.4,.615,2.6,8.0,10.6,1.0,0.3,1.8,3.6,4.4,20.4,88,109,,2008-2009
Marcus Banks,27,2TM,PG,22,0,206,5.4,14.7,.368,0.8,4.9,.158,4.6,9.8,.474,.395,2.8,4.6,.611,0.3,4.4,4.6,7.2,2.8,0.5,3.6,6.7,14.4,88,108,,2008-2009
Marcus Banks,27,MIA,PG,16,0,166,4.8,12.5,.385,0.6,4.5,.143,4.2,8.0,.520,.410,3.2,4.8,.667,0.0,4.8,4.8,7.1,3.2,0.6,3.5,6.8,13.5,91,106,,2008-2009
Marcus Banks,27,TOR,PG,6,0,40,7.8,23.5,.333,1.3,6.5,.200,6.5,17.0,.385,.361,1.3,3.9,.333,1.3,2.6,3.9,7.8,1.3,0.0,3.9,6.5,18.3,79,114,,2008-2009
Jarron Collins,30,UTA,C,26,3,201,4.1,9.0,.457,0.0,0.0,,4.1,9.0,.457,.457,2.1,2.8,.727,5.1,4.4,9.5,1.8,0.5,0.3,2.3,9.0,10.3,105,112,,2008-2009
Alex Acker,26,2TM,SG,25,0,199,7.9,20.0,.395,1.8,5.3,.350,6.1,14.8,.411,.441,1.3,2.6,.500,2.1,4.2,6.3,3.2,1.3,1.1,1.8,2.4,19.0,94,114,,2008-2009
Alex Acker,26,DET,SG,7,0,20,11.1,30.4,.364,0.0,11.1,.000,11.1,19.4,.571,.364,2.8,5.5,.500,0.0,5.5,5.5,2.8,5.5,2.8,0.0,0.0,24.9,86,98,,2008-2009
Alex Acker,26,LAC,SG,18,0,179,7.6,18.9,.400,2.0,4.7,.438,5.5,14.3,.388,.454,1.2,2.3,.500,2.3,4.1,6.4,3.2,0.9,0.9,2.0,2.6,18.3,95,115,,2008-2009
Kareem Rush,28,PHI,SG,25,1,199,5.4,15.6,.345,2.7,8.8,.303,2.7,6.7,.400,.431,1.1,1.1,1.000,0.0,4.0,4.0,4.0,1.3,0.3,2.7,2.7,14.5,92,111,,2008-2009
Donyell Marshall,35,PHI,PF,25,0,189,9.3,20.6,.452,7.1,15.5,.455,2.3,5.1,.444,.623,0.8,1.7,.500,1.7,9.6,11.3,4.2,1.1,1.4,1.7,6.8,26.5,127,107,,2008-2009
Stromile Swift,29,2TM,PF,19,0,185,6.6,15.5,.429,0.3,0.3,1.000,6.4,15.2,.418,.438,3.6,7.2,.500,4.4,8.3,12.7,0.8,1.1,2.2,4.4,11.1,17.1,87,110,,2008-2009
Stromile Swift,29,NJN,PF,6,0,64,7.5,12.5,.600,0.0,0.0,,7.5,12.5,.600,.600,4.2,9.2,.455,4.2,6.7,10.8,0.8,0.0,1.7,5.8,12.5,19.2,91,113,,2008-2009
Stromile Swift,29,PHO,PF,13,0,121,6.2,16.9,.366,0.4,0.4,1.000,5.8,16.5,.350,.378,3.3,6.2,.533,4.5,9.1,13.6,0.8,1.7,2.5,3.7,10.3,16.1,84,108,,2008-2009
Alexis Ajinça,20,CHA,PF,31,4,182,7.5,20.6,.362,0.0,0.6,.000,7.5,20.0,.373,.362,6.0,8.4,.714,2.7,6.3,9.0,0.9,2.1,1.8,3.6,10.2,20.9,86,104,,2008-2009
D.J. Mbenga,28,LAL,C,23,0,181,7.6,16.0,.474,0.0,0.3,.000,7.6,15.7,.482,.474,2.0,2.2,.875,2.5,6.2,8.7,2.5,2.8,6.7,3.7,9.3,17.2,95,97,,2008-2009
Brendan Haywood,29,WAS,C,6,5,175,7.2,15.1,.480,0.0,0.0,,7.2,15.1,.480,.480,3.0,6.3,.476,3.9,9.3,13.3,2.4,1.2,4.5,2.7,4.2,17.5,99,109,,2008-2009
Brian Cook,28,2TM,PF,30,0,171,8.5,23.2,.368,4.0,9.2,.433,4.6,14.0,.326,.454,1.5,1.8,.833,2.1,7.6,9.8,1.5,0.9,0.9,4.0,7.9,22.6,88,103,,2008-2009
Brian Cook,28,ORL,PF,21,0,146,8.2,21.4,.383,3.9,8.9,.440,4.3,12.5,.343,.475,1.8,2.1,.833,2.1,7.5,9.6,1.4,1.1,0.0,3.9,8.2,22.1,91,104,,2008-2009
Brian Cook,28,HOU,PF,9,0,25,10.6,34.1,.313,4.3,10.6,.400,6.4,23.4,.273,.375,0.0,0.0,,2.1,8.5,10.6,2.1,0.0,6.4,4.3,6.4,25.5,75,100,,2008-2009
DeMarcus Nelson,23,GSW,PG,13,5,171,6.9,15.4,.444,0.0,0.9,.000,6.9,14.6,.471,.444,1.4,4.0,.357,1.7,5.1,6.9,3.7,2.6,0.6,4.3,6.9,15.2,82,113,,2008-2009
Shawne Williams,22,DAL,SF,15,0,170,4.9,17.3,.286,0.3,5.2,.059,4.6,12.0,.385,.295,2.8,3.4,.818,5.9,8.3,14.2,0.6,0.6,2.8,1.5,5.9,13.0,87,108,,2008-2009
Jerry Stackhouse,34,DAL,SG,10,1,162,5.2,19.4,.267,1.0,6.2,.158,4.2,13.3,.317,.292,2.3,2.3,1.000,1.6,3.9,5.5,3.9,1.3,0.3,2.9,1.9,13.6,75,112,,2008-2009
Kyrylo Fesenko,22,UTA,C,21,1,156,6.9,11.9,.583,0.0,0.0,,6.9,11.9,.583,.583,2.3,6.9,.333,4.6,7.6,12.2,1.3,2.3,5.0,3.0,11.6,16.2,100,101,,2008-2009
Malik Hairston,21,SAS,SG,15,0,155,8.4,17.2,.490,0.0,0.4,.000,8.4,16.8,.500,.490,0.7,2.5,.286,3.9,6.0,9.8,4.6,2.1,2.5,4.2,6.7,17.5,92,101,,2008-2009
D.J. White,22,OKC,PF,7,0,130,10.3,19.7,.520,0.0,0.0,,10.3,19.7,.520,.520,3.9,5.1,.769,3.9,8.7,12.6,2.4,1.2,2.0,1.2,3.9,24.5,119,108,,2008-2009
Lorenzen Wright,33,CLE,C,17,2,125,4.3,11.7,.370,0.0,0.0,,4.3,11.7,.370,.370,1.3,3.5,.375,3.0,7.8,10.8,1.3,1.7,2.2,3.9,7.4,10.0,73,101,,2008-2009
Hamed Haddadi,23,MEM,C,19,0,120,6.7,13.8,.484,0.0,0.0,,6.7,13.8,.484,.484,8.0,13.3,.600,7.1,13.8,20.9,3.5,0.4,5.3,4.0,8.9,21.3,109,103,,2008-2009
Mark Madsen,33,MIN,C,19,1,116,1.4,6.3,.214,0.0,0.0,,1.4,6.3,.214,.214,0.0,1.8,.000,4.5,3.6,8.1,1.8,0.5,0.5,1.4,8.1,2.7,71,116,,2008-2009
Jermareo Davidson,24,GSW,SF,14,0,111,7.5,15.4,.486,0.0,0.0,,7.5,15.4,.486,.486,3.5,7.5,.471,4.4,10.6,15.0,0.4,0.9,1.3,2.2,5.3,18.5,101,112,,2008-2009
Damon Jones,32,MIL,PG,18,0,108,5.3,16.3,.324,5.3,13.4,.393,0.0,2.9,.000,.485,0.0,0.0,,0.0,2.9,2.9,3.4,1.4,0.0,2.9,1.9,15.8,91,111,,2008-2009
Chris Mihm,29,LAL,C,18,0,105,7.3,19.4,.375,0.0,0.0,,7.3,19.4,.375,.375,2.9,3.4,.857,7.3,9.2,16.5,4.8,0.5,2.9,4.8,11.1,17.5,92,104,,2008-2009
Austin Croshere,33,2TM,PF,14,0,100,7.3,20.4,.359,2.6,7.9,.333,4.7,12.6,.375,.423,3.7,6.3,.583,5.8,12.1,17.8,4.7,0.5,0.5,3.1,2.6,21.0,99,106,,2008-2009
Austin Croshere,33,MIL,PF,11,0,77,8.1,20.2,.400,3.4,7.4,.455,4.7,12.8,.368,.483,4.7,7.4,.636,4.7,11.4,16.2,4.0,0.7,0.7,2.7,2.7,24.2,109,107,,2008-2009
Austin Croshere,33,SAS,PF,3,0,23,4.7,21.2,.222,0.0,9.4,.000,4.7,11.8,.400,.222,0.0,2.4,.000,9.4,14.2,23.6,7.1,0.0,0.0,4.7,2.4,9.4,69,105,,2008-2009
Thomas Gardner,23,ATL,SG,16,0,98,4.9,19.7,.250,2.2,12.6,.174,2.7,7.1,.385,.306,1.1,2.2,.500,0.0,3.8,3.8,1.1,2.2,0.5,1.6,2.2,13.1,67,109,,2008-2009
Maurice Ager,24,NJN,SG,20,0,97,8.3,23.7,.349,0.0,3.3,.000,8.3,20.4,.405,.349,2.2,4.4,.500,1.7,3.9,5.5,1.7,0.6,1.1,2.2,9.4,18.7,77,115,,2008-2009
Dikembe Mutombo,42,HOU,C,9,2,96,2.8,7.2,.385,0.0,0.0,,2.8,7.2,.385,.385,3.3,5.0,.667,6.7,11.6,18.3,0.0,0.0,6.1,3.3,6.1,8.9,95,99,,2008-2009
Jeremy Richardson,24,ORL,SF,12,0,93,7.8,27.4,.286,3.4,9.5,.353,4.5,17.9,.250,.347,1.7,3.4,.500,0.6,7.3,7.8,1.7,0.0,0.0,1.7,3.4,20.7,76,107,,2008-2009
Othello Hunter,22,ATL,PF,16,0,92,6.4,11.6,.550,0.0,0.0,,6.4,11.6,.550,.550,0.0,2.9,.000,5.2,8.7,14.0,0.6,1.2,2.9,1.2,6.4,12.8,106,105,,2008-2009
Randolph Morris,23,ATL,C,23,0,89,4.2,10.2,.412,0.0,0.0,,4.2,10.2,.412,.412,2.4,2.4,1.000,2.4,9.6,12.0,1.2,1.2,0.6,4.2,15.0,10.8,81,106,,2008-2009
Cedric Simmons,23,2TM,PF,18,0,84,6.7,15.3,.440,0.0,0.0,,6.7,15.3,.440,.440,4.3,9.8,.438,3.1,6.7,9.8,1.2,0.6,2.4,1.2,4.9,17.7,97,111,,2008-2009
Cedric Simmons,23,CHI,PF,11,0,61,9.3,17.8,.524,0.0,0.0,,9.3,17.8,.524,.524,5.1,11.8,.429,3.4,6.8,10.1,1.7,0.8,3.4,0.0,5.1,23.7,116,108,,2008-2009
Cedric Simmons,23,SAC,PF,7,0,23,0.0,8.9,.000,0.0,0.0,,0.0,8.9,.000,.000,2.2,4.4,.500,2.2,6.6,8.9,0.0,0.0,0.0,4.4,4.4,2.2,26,118,,2008-2009
Dontell Jefferson,25,CHA,SG,6,0,84,7.1,14.2,.500,0.6,1.3,.500,6.5,12.9,.500,.523,3.9,5.8,.667,0.6,7.1,7.8,5.8,2.6,0.6,3.9,5.8,18.8,103,104,,2008-2009
Cheikh Samb,24,3TM,C,18,0,83,3.7,19.9,.188,0.0,1.9,.000,3.7,18.0,.207,.188,1.9,4.3,.429,6.2,8.7,14.9,0.6,1.9,6.2,1.9,4.3,9.3,61,103,,2008-2009
Cheikh Samb,24,DEN,C,6,0,24,4.2,27.6,.154,0.0,2.1,.000,4.2,25.5,.167,.154,0.0,0.0,,4.2,14.9,19.1,2.1,4.2,10.6,4.2,8.5,8.5,44,86,,2008-2009
Cheikh Samb,24,LAC,C,10,0,51,4.1,16.4,.250,0.0,2.0,.000,4.1,14.3,.286,.250,3.1,5.1,.600,7.2,6.1,13.3,0.0,1.0,5.1,1.0,3.1,11.2,82,109,,2008-2009
Cheikh Samb,24,NYK,C,2,0,8,0.0,18.6,.000,0.0,0.0,,0.0,18.6,.000,.000,0.0,12.4,.000,6.2,6.2,12.4,0.0,0.0,0.0,0.0,0.0,0.0,20,115,,2008-2009
Dorell Wright,23,MIA,SF,6,0,73,5.9,14.6,.400,0.0,0.0,,5.9,14.6,.400,.400,1.5,4.4,.333,1.5,13.2,14.6,1.5,1.5,0.0,4.4,5.9,13.2,70,105,,2008-2009
Gilbert Arenas,27,WAS,PG,2,2,63,5.0,19.3,.261,1.7,5.9,.286,3.3,13.4,.250,.304,10.0,13.4,.750,0.8,6.7,7.5,16.7,0.0,0.8,0.8,3.3,21.8,116,117,,2008-2009
Adonal Foyle,33,2TM,C,10,0,62,5.9,9.2,.636,0.0,0.0,,5.9,9.2,.636,.636,2.5,5.0,.500,7.6,14.3,21.8,0.8,0.0,6.7,2.5,4.2,14.3,121,95,,2008-2009
Adonal Foyle,33,ORL,C,9,0,59,6.2,9.7,.636,0.0,0.0,,6.2,9.7,.636,.636,2.6,5.3,.500,7.9,15.0,22.9,0.9,0.0,7.0,2.6,3.5,15.0,121,94,,2008-2009
Adonal Foyle,33,MEM,C,1,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,0.0,,118,,2008-2009
Kenny Thomas,31,SAC,PF,8,0,62,2.5,6.6,.375,0.0,0.0,,2.5,6.6,.375,.375,0.0,0.0,,3.3,9.0,12.3,0.8,4.9,0.8,0.8,7.4,4.9,94,105,,2008-2009
Calvin Booth,32,2TM,C,8,0,56,4.6,9.1,.500,0.0,0.0,,4.6,9.1,.500,.500,5.5,7.3,.750,4.6,5.5,10.0,0.0,0.9,1.8,0.9,9.1,14.6,127,115,,2008-2009
Calvin Booth,32,MIN,C,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,52.4,0.0,52.4,0.0,0.0,0.0,0.0,0.0,0.0,215,120,,2008-2009
Calvin Booth,32,SAC,C,7,0,55,4.6,9.3,.500,0.0,0.0,,4.6,9.3,.500,.500,5.6,7.4,.750,3.7,5.6,9.3,0.0,0.9,1.9,0.9,9.3,14.8,125,115,,2008-2009
Sonny Weems,22,DEN,SG,12,0,55,7.4,23.1,.320,0.0,2.8,.000,7.4,20.4,.364,.320,2.8,7.4,.375,0.0,3.7,3.7,2.8,0.9,0.0,5.6,7.4,17.6,62,112,,2008-2009
Linton Johnson,28,2TM,PF,10,0,55,3.8,10.4,.364,0.9,1.9,.500,2.8,8.5,.333,.409,0.0,0.0,,2.8,4.7,7.6,1.9,0.9,0.0,1.9,6.6,8.5,89,112,,2008-2009
Linton Johnson,28,CHA,PF,2,0,13,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,,115,,2008-2009
Linton Johnson,28,CHI,PF,8,0,42,4.9,13.5,.364,1.2,2.5,.500,3.7,11.1,.333,.409,0.0,0.0,,3.7,6.1,9.8,2.5,1.2,0.0,2.5,7.4,11.1,89,111,,2008-2009
Desmon Farmer,27,SAS,SG,3,0,54,4.0,14.1,.286,3.0,12.1,.250,1.0,2.0,.500,.393,2.0,2.0,1.000,0.0,6.0,6.0,2.0,0.0,0.0,4.0,6.0,13.1,74,109,,2008-2009
Marcus Williams,23,GSW,PG,9,0,54,3.6,15.4,.235,1.8,5.4,.333,1.8,10.0,.182,.294,1.8,5.4,.333,0.0,3.6,3.6,11.8,0.9,0.9,3.6,5.4,10.9,78,117,,2008-2009
Dwayne Jones,25,CHA,PF,6,0,52,4.2,7.3,.571,0.0,0.0,,4.2,7.3,.571,.571,4.2,6.3,.667,6.3,6.3,12.5,0.0,0.0,1.0,4.2,6.3,12.5,102,110,,2008-2009
Hassan Adams,24,TOR,SG,12,0,52,4.0,13.0,.308,0.0,0.0,,4.0,13.0,.308,.308,3.0,6.0,.500,1.0,6.0,7.0,1.0,1.0,1.0,4.0,4.0,11.0,63,111,,2008-2009
Eddie Gill,30,MIL,PG,6,0,43,7.2,10.9,.667,2.4,3.6,.667,4.8,7.2,.667,.778,0.0,0.0,,0.0,4.8,4.8,13.3,3.6,1.2,6.0,12.1,16.9,116,104,,2008-2009
Andre Brown,27,CHA,PF,4,0,41,1.3,9.3,.143,0.0,0.0,,1.3,9.3,.143,.143,2.7,2.7,1.000,9.3,6.6,15.9,1.3,1.3,0.0,6.6,11.9,5.3,64,107,,2008-2009
Shavlik Randolph,25,POR,PF,10,0,37,12.0,19.5,.615,1.5,1.5,1.000,10.5,18.0,.583,.654,1.5,6.0,.250,15.0,12.0,27.0,0.0,0.0,1.5,9.0,6.0,27.0,98,107,,2008-2009
Michael Ruffin,32,POR,PF,11,0,35,3.2,11.1,.286,0.0,0.0,,3.2,11.1,.286,.286,3.2,3.2,1.000,9.5,7.9,17.4,0.0,4.7,1.6,3.2,11.1,9.5,95,99,,2008-2009
Mouhamed Sene,22,2TM,C,6,0,29,10.5,15.8,.667,0.0,0.0,,10.5,15.8,.667,.667,14.0,17.6,.800,8.8,15.8,24.6,0.0,1.8,5.3,7.0,3.5,35.1,122,99,,2008-2009
Mouhamed Sene,22,OKC,C,5,0,23,11.1,15.6,.714,0.0,0.0,,11.1,15.6,.714,.714,15.6,20.1,.778,6.7,13.4,20.1,0.0,2.2,4.5,6.7,4.5,37.9,125,100,,2008-2009
Mouhamed Sene,22,NYK,C,1,0,6,8.3,16.5,.500,0.0,0.0,,8.3,16.5,.500,.500,8.3,8.3,1.000,16.5,24.8,41.4,0.0,0.0,8.3,8.3,0.0,24.8,109,95,,2008-2009
Sun Yue,23,LAL,SG,10,0,28,5.5,20.0,.273,0.0,10.9,.000,5.5,9.1,.600,.273,0.0,0.0,,0.0,0.0,0.0,3.6,1.8,1.8,5.5,18.2,10.9,53,108,,2008-2009
Joe Crawford,22,NYK,SF,2,0,23,6.5,21.6,.300,2.2,8.6,.250,4.3,12.9,.333,.350,4.3,4.3,1.000,2.2,6.5,8.6,2.2,2.2,0.0,0.0,4.3,19.4,99,110,,2008-2009
Jawad Williams,25,CLE,SF,10,0,20,13.5,32.5,.417,5.4,16.2,.333,8.1,16.2,.500,.500,0.0,0.0,,2.7,2.7,5.4,0.0,2.7,0.0,2.7,5.4,32.5,96,104,,2008-2009
Walter Sharpe,22,DET,PF,8,0,20,11.1,30.4,.364,0.0,5.5,.000,11.1,24.9,.444,.364,0.0,5.5,.000,0.0,8.3,8.3,0.0,0.0,5.5,0.0,8.3,22.1,71,105,,2008-2009
Blake Ahearn,24,SAS,PG,3,0,19,5.7,17.1,.333,5.7,11.4,.500,0.0,5.7,.000,.500,5.7,5.7,1.000,0.0,2.9,2.9,5.7,2.9,0.0,2.9,8.6,22.9,113,104,,2008-2009
Nathan Jawai,22,TOR,PF,6,0,19,2.7,11.0,.250,0.0,0.0,,2.7,11.0,.250,.250,0.0,0.0,,2.7,2.7,5.5,0.0,0.0,0.0,5.5,8.2,5.5,44,117,,2008-2009
Speedy Claxton,30,ATL,PG,2,0,15,7.1,25.0,.286,0.0,0.0,,7.1,25.0,.286,.286,3.6,7.1,.500,0.0,0.0,0.0,10.7,0.0,0.0,0.0,3.6,17.9,88,117,,2008-2009
Demetris Nichols,24,2TM,SF,4,0,14,10.8,32.3,.333,0.0,7.2,.000,10.8,25.2,.429,.333,3.6,7.2,.500,0.0,7.2,7.2,3.6,0.0,3.6,0.0,3.6,25.2,82,110,,2008-2009
Demetris Nichols,24,CHI,SF,2,0,5,10.3,41.3,.250,0.0,10.3,.000,10.3,30.9,.333,.250,0.0,0.0,,0.0,0.0,0.0,10.3,0.0,0.0,0.0,10.3,20.6,70,118,,2008-2009
Demetris Nichols,24,NYK,SF,2,0,9,11.0,27.6,.400,0.0,5.5,.000,11.0,22.1,.500,.400,5.5,11.0,.500,0.0,11.0,11.0,0.0,0.0,5.5,0.0,0.0,27.6,90,106,,2008-2009
Trey Johnson,24,CLE,SG,4,0,14,0.0,19.3,.000,0.0,0.0,,0.0,19.3,.000,.000,15.5,15.5,1.000,0.0,3.9,3.9,0.0,0.0,0.0,3.9,15.5,15.5,62,109,,2008-2009
Courtney Sims,25,2TM,C,2,0,13,11.5,22.9,.500,0.0,0.0,,11.5,22.9,.500,.500,0.0,0.0,,7.6,7.6,15.3,0.0,0.0,0.0,3.8,3.8,22.9,95,114,,2008-2009
Courtney Sims,25,PHO,C,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0,121,,2008-2009
Courtney Sims,25,NYK,C,1,0,11,13.5,27.1,.500,0.0,0.0,,13.5,27.1,.500,.500,0.0,0.0,,9.0,9.0,18.1,0.0,0.0,0.0,0.0,4.5,27.1,114,113,,2008-2009
Eddy Curry,26,NYK,C,3,0,12,8.3,8.3,1.000,0.0,0.0,,8.3,8.3,1.000,1.000,4.1,12.4,.333,0.0,16.5,16.5,0.0,0.0,0.0,8.3,20.7,20.7,77,107,,2008-2009
James White,26,HOU,SF,4,0,11,14.5,24.2,.600,4.8,9.7,.500,9.7,14.5,.667,.700,0.0,0.0,,0.0,0.0,0.0,4.8,4.8,4.8,14.5,9.7,33.9,80,97,,2008-2009
Jerome James,33,NYK,C,2,0,10,14.9,39.7,.375,0.0,0.0,,14.9,39.7,.375,.375,0.0,0.0,,5.0,9.9,14.9,0.0,5.0,5.0,5.0,9.9,29.8,73,96,,2008-2009
J.R. Giddens,23,BOS,SF,6,0,8,13.3,19.9,.667,0.0,0.0,,13.3,19.9,.667,.667,0.0,0.0,,13.3,6.6,19.9,0.0,6.6,0.0,6.6,6.6,26.6,109,93,,2008-2009
