Player,Age,Team,Pos,G,GS,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3P,3P,2P_1,0-3_1,3-10_1,10-16_1,16-3P_1,3P_1,2P_2,3P_2,%FGA,#,%3PA,3P%,Att.,Md.,Awards,Year
Jarvis Hayes,25,WAS,SF,81,17,1626,.410,16.9,.665,.136,.073,.141,.315,.335,.435,.716,.400,.364,.355,.361,.747,.970,.009,5,.322,.339,0,0,,2006-2007
Yao Ming,26,HOU,C,48,48,1624,.516,6.8,.998,.310,.387,.269,.032,.002,.518,.650,.467,.445,.462,.000,.674,,.066,52,.000,,0,0,"DPOY-24,AS,NBA2",2006-2007
Quentin Richardson,26,NYK,SF,49,47,1621,.418,15.4,.527,.277,.081,.033,.136,.473,.456,.563,.273,.333,.378,.376,.435,.979,.013,7,.264,.412,0,0,,2006-2007
Jerry Stackhouse,32,DAL,SF,67,8,1615,.428,15.1,.752,.170,.075,.217,.291,.248,.443,.595,.347,.331,.463,.383,.427,.984,.026,17,.494,.375,1,0,6MOY-3,2006-2007
José Calderón,25,TOR,PG,77,11,1614,.521,12.0,.851,.402,.030,.053,.366,.149,.553,.635,.667,.407,.476,.333,.176,.560,.000,0,.173,.462,1,0,6MOY-11,2006-2007
Shaun Livingston,21,LAC,PG,54,31,1611,.463,10.9,.964,.241,.165,.334,.225,.036,.469,.611,.405,.460,.376,.313,.399,.200,.038,16,.125,.500,3,0,,2006-2007
Steven Hunter,25,PHI,PF,70,41,1605,.577,3.6,1.000,.638,.209,.107,.046,.000,.577,.707,.309,.400,.400,,.707,,.255,78,,,0,0,,2006-2007
Eddie Jones,35,2TM,SG,64,41,1594,.422,17.1,.474,.225,.050,.057,.142,.526,.500,.632,.429,.375,.367,.351,.570,.936,.005,1,.396,.420,1,0,,2006-2007
Eddie Jones,35,MEM,SG,29,14,561,.377,17.3,.510,.199,.060,.066,.185,.490,.455,.500,.444,.200,.500,.297,.457,.955,.007,1,.324,.458,0,0,,2006-2007
Eddie Jones,35,MIA,SG,35,27,1033,.446,16.8,.454,.240,.044,.052,.118,.546,.528,.692,.417,.500,.250,.378,.631,.929,.004,0,.432,.406,1,0,,2006-2007
Sebastian Telfair,21,BOS,PG,78,30,1578,.371,13.7,.730,.302,.076,.124,.228,.270,.402,.517,.250,.339,.333,.289,.266,.946,.000,0,.383,.327,2,0,,2006-2007
Kendrick Perkins,22,BOS,C,72,53,1576,.491,4.9,.989,.431,.468,.078,.011,.011,.496,.621,.413,.286,.667,.000,.477,,.063,15,.000,,1,0,,2006-2007
Tony Battie,30,ORL,PF,66,66,1575,.489,8.1,.997,.336,.261,.219,.181,.003,.490,.645,.489,.329,.400,.000,.739,,.150,47,.000,,0,0,,2006-2007
Alonzo Mourning,36,MIA,C,77,43,1572,.560,3.9,1.000,.482,.438,.056,.024,.000,.560,.722,.452,.208,.100,,.655,,.219,86,,,0,0,DPOY-24,2006-2007
Marko Jarić,28,MIN,SG,70,13,1555,.418,13.8,.738,.338,.040,.046,.314,.262,.433,.555,.154,.400,.343,.376,.567,.938,.009,2,.341,.345,1,0,,2006-2007
Craig Smith,23,MIN,PF,82,5,1537,.531,4.5,.987,.544,.324,.063,.056,.013,.538,.631,.433,.379,.423,.000,.707,,.076,31,.000,,3,0,ROY-11,2006-2007
Sasha Pavlović,23,CLE,SG,67,28,1534,.453,12.6,.698,.382,.076,.057,.184,.302,.474,.620,.216,.357,.311,.405,.574,.983,.084,40,.372,.382,2,0,,2006-2007
Boštjan Nachbar,26,NJN,SF,76,1,1532,.457,16.4,.465,.253,.046,.053,.113,.535,.496,.616,.348,.385,.339,.423,.816,.991,.073,34,.400,.443,0,0,,2006-2007
Travis Outlaw,22,POR,PF,67,1,1532,.434,14.1,.935,.198,.113,.146,.478,.065,.445,.571,.453,.398,.406,.270,.631,1.000,.060,29,.378,.429,3,0,,2006-2007
Brian Skinner,30,MIL,PF,67,44,1523,.490,4.9,1.000,.514,.292,.091,.103,.000,.490,.546,.486,.261,.423,,.694,,.099,23,,,0,0,,2006-2007
Morris Peterson,29,TOR,SF,71,12,1515,.429,17.8,.429,.195,.058,.031,.145,.571,.523,.614,.567,.375,.413,.359,.733,.953,.008,4,.434,.438,2,0,,2006-2007
Shelden Williams,23,ATL,PF,81,31,1514,.455,8.4,.989,.452,.121,.099,.318,.011,.454,.582,.273,.361,.371,.500,.652,.500,.079,28,.000,,0,0,,2006-2007
Johan Petro,21,SEA,C,81,13,1510,.516,8.2,1.000,.290,.279,.299,.132,.000,.516,.622,.516,.397,.552,,.796,,.082,29,,,0,0,,2006-2007
Gary Payton,38,MIA,PG,68,28,1503,.393,13.5,.664,.276,.123,.123,.142,.336,.461,.584,.400,.400,.327,.260,.402,.875,.000,0,.431,.226,1,0,,2006-2007
Joe Smith,31,2TM,PF,65,11,1503,.449,10.7,.990,.298,.174,.193,.325,.010,.453,.620,.422,.326,.394,.000,.729,,.057,23,.200,.000,1,0,,2006-2007
Joe Smith,31,DEN,PF,11,0,148,.479,11.4,.979,.354,.146,.021,.458,.021,.489,.647,.571,.000,.364,.000,.739,,.104,3,.000,,1,0,,2006-2007
Joe Smith,31,PHI,PF,54,11,1355,.445,10.0,.991,.291,.177,.212,.310,.009,.449,.616,.408,.330,.398,.000,.728,,.051,20,.250,.000,0,0,,2006-2007
Damon Stoudamire,33,MEM,PG,62,51,1501,.391,17.3,.600,.156,.066,.117,.261,.400,.427,.397,.448,.412,.447,.337,.286,.763,.000,0,.120,.571,1,0,,2006-2007
Linas Kleiza,22,DEN,PF,79,14,1488,.422,15.2,.534,.272,.080,.051,.131,.466,.462,.558,.368,.292,.387,.376,.735,.988,.065,30,.344,.382,1,0,,2006-2007
Tyronn Lue,29,ATL,PG,56,17,1488,.416,16.6,.693,.177,.048,.120,.347,.307,.446,.538,.360,.492,.396,.348,.241,.786,.000,0,.087,.214,1,0,,2006-2007
DeSagana Diop,25,DAL,C,81,9,1480,.470,2.6,.993,.775,.119,.046,.053,.007,.473,.513,.333,.571,.125,.000,.634,,.126,19,1.000,.000,0,0,,2006-2007
Ronald Murray,27,DET,SG,69,18,1477,.404,12.7,.811,.304,.084,.210,.212,.189,.431,.541,.324,.348,.398,.289,.301,1.000,.014,5,.301,.320,7,0,,2006-2007
Paul Millsap,21,UTA,PF,82,1,1472,.525,4.0,.992,.666,.161,.068,.098,.008,.527,.611,.313,.370,.410,.333,.601,1.000,.101,38,.000,,0,0,ROY-6,2006-2007
J.R. Smith,21,DEN,SG,63,24,1471,.441,17.7,.407,.228,.045,.030,.104,.593,.515,.639,.310,.211,.418,.390,.593,.940,.081,47,.188,.319,0,0,6MOY-14,2006-2007
P.J. Brown,37,CHI,PF,72,49,1456,.407,9.8,.995,.333,.120,.244,.299,.005,.409,.424,.220,.431,.448,.000,.788,,.036,13,.000,,1,0,,2006-2007
Keyon Dooling,26,ORL,SG,66,2,1435,.410,13.6,.790,.269,.092,.107,.323,.210,.434,.561,.429,.388,.345,.323,.433,.935,.035,12,.354,.294,0,0,,2006-2007
Kenny Thomas,29,SAC,PF,62,53,1412,.482,3.3,.997,.538,.426,.030,.003,.003,.483,.589,.380,.111,.000,.000,.678,,.086,23,.000,,0,0,,2006-2007
Francisco García,25,SAC,SF,79,5,1410,.429,15.3,.608,.258,.058,.061,.232,.392,.476,.602,.409,.435,.364,.356,.500,.925,.011,3,.228,.412,0,0,,2006-2007
Sam Cassell,37,LAC,PG,58,30,1407,.418,15.1,.826,.115,.101,.258,.352,.174,.444,.569,.460,.453,.391,.294,.262,.844,.000,0,.083,.333,0,0,,2006-2007
Andrés Nocioni,27,CHI,PF,53,31,1406,.467,14.7,.642,.236,.110,.096,.200,.358,.515,.522,.531,.482,.513,.383,.689,1.000,.005,3,.220,.500,0,0,,2006-2007
LaMarcus Aldridge,21,POR,C,63,22,1392,.503,9.3,.996,.367,.129,.194,.305,.004,.505,.710,.484,.312,.390,.000,.680,,.121,52,.000,,0,0,ROY-7,2006-2007
James Jones,26,PHO,SF,76,7,1376,.368,21.0,.459,.052,.014,.055,.339,.541,.356,.609,.167,.292,.336,.378,.708,.989,.007,2,.319,.461,0,0,,2006-2007
Carlos Delfino,24,DET,SG,82,1,1372,.415,13.0,.633,.386,.035,.045,.168,.367,.462,.524,.077,.294,.444,.333,.573,.913,.059,19,.428,.305,0,0,,2006-2007
Greg Buckner,30,DAL,SG,76,11,1372,.411,13.2,.656,.288,.140,.090,.137,.344,.464,.663,.333,.296,.293,.311,.604,1.000,.003,1,.544,.268,0,0,,2006-2007
Fabricio Oberto,31,SAS,C,79,33,1365,.562,5.8,1.000,.537,.189,.181,.093,.000,.562,.702,.396,.412,.385,,.741,,.025,7,,,0,0,,2006-2007
Donyell Marshall,33,CLE,PF,81,0,1360,.424,15.3,.450,.266,.118,.028,.039,.550,.514,.649,.345,.214,.316,.351,.702,.989,.041,17,.554,.353,0,0,,2006-2007
Nate Robinson,22,NYK,PG,64,5,1356,.434,14.9,.593,.300,.052,.057,.184,.407,.465,.510,.556,.433,.375,.390,.278,.867,.004,1,.310,.394,3,0,,2006-2007
Corliss Williamson,33,SAC,PF,68,1,1337,.510,5.8,.996,.443,.335,.089,.130,.004,.512,.654,.413,.341,.400,.000,.631,,.013,4,.000,,0,0,,2006-2007
Francisco Elson,30,SAS,C,70,41,1332,.511,6.8,.993,.493,.181,.160,.160,.007,.514,.683,.294,.444,.311,.000,.743,,.191,43,.000,,0,0,,2006-2007
Bobby Jackson,33,NOK,SG,56,2,1330,.394,13.7,.681,.313,.091,.056,.222,.319,.425,.556,.404,.172,.313,.327,.340,.870,.000,0,.285,.319,1,0,,2006-2007
Joey Graham,24,TOR,SF,79,21,1319,.495,11.0,.920,.353,.101,.129,.338,.080,.513,.693,.333,.420,.412,.290,.699,.889,.095,31,.387,.333,2,0,,2006-2007
Fred Jones,27,2TM,SG,63,12,1319,.385,13.5,.645,.307,.080,.069,.188,.355,.429,.595,.379,.280,.235,.305,.460,.974,.050,17,.336,.279,3,0,,2006-2007
Fred Jones,27,TOR,SG,39,9,870,.386,14.9,.594,.277,.084,.064,.169,.406,.432,.638,.333,.250,.214,.317,.438,.969,.040,9,.337,.294,2,0,,2006-2007
Fred Jones,27,POR,SG,24,3,449,.384,12.0,.759,.375,.071,.080,.232,.241,.424,.524,.500,.333,.269,.259,.500,1.000,.071,8,.333,.222,1,0,,2006-2007
Marcus Williams,21,NJN,PG,79,2,1315,.395,14.3,.690,.266,.093,.125,.205,.310,.446,.486,.408,.485,.389,.282,.210,.783,.000,0,.160,.192,5,0,,2006-2007
Jared Jeffries,25,NYK,SF,55,43,1307,.461,8.0,.903,.515,.146,.049,.194,.097,.500,.642,.200,.200,.425,.100,.538,1.000,.107,20,.600,.167,1,0,,2006-2007
Carlos Arroyo,27,ORL,PG,72,5,1304,.425,13.8,.893,.192,.092,.195,.414,.107,.443,.435,.500,.409,.449,.275,.196,.929,.000,0,.255,.462,0,0,,2006-2007
Anthony Johnson,32,2TM,PG,67,17,1301,.414,14.9,.787,.172,.082,.192,.341,.213,.433,.610,.571,.318,.376,.342,.427,.760,.012,3,.233,.471,0,0,,2006-2007
Anthony Johnson,32,DAL,PG,40,0,562,.411,14.4,.801,.192,.068,.199,.342,.199,.419,.643,.400,.379,.320,.379,.469,1.000,.014,1,.310,.667,0,0,,2006-2007
Anthony Johnson,32,ATL,PG,27,17,739,.416,15.4,.777,.157,.091,.188,.340,.223,.444,.581,.667,.270,.418,.318,.397,.571,.010,2,.182,.250,0,0,,2006-2007
Dorell Wright,21,MIA,SF,66,19,1292,.445,11.5,.907,.316,.118,.113,.360,.093,.476,.609,.419,.390,.405,.147,.643,.800,.077,25,.500,.118,2,0,,2006-2007
Dikembe Mutombo,40,HOU,C,75,33,1289,.556,2.9,1.000,.732,.111,.131,.026,.000,.556,.598,.529,.400,.250,,.553,,.098,15,,,0,0,,2006-2007
Devean George,29,DAL,SF,60,17,1283,.395,16.2,.595,.170,.108,.100,.216,.405,.423,.619,.500,.189,.338,.353,.484,.943,.022,7,.473,.352,2,0,,2006-2007
Trevor Ariza,21,ORL,SG,57,7,1278,.539,6.3,.981,.633,.073,.046,.229,.019,.549,.677,.222,.176,.376,.000,.585,,.124,46,.286,.000,1,0,,2006-2007
Darrell Armstrong,38,IND,PG,81,4,1275,.414,19.5,.432,.154,.053,.053,.172,.568,.515,.707,.250,.400,.462,.336,.452,.736,.000,0,.271,.328,6,1,,2006-2007
Brevin Knight,31,CHA,PG,45,25,1273,.419,15.2,.950,.160,.055,.118,.617,.050,.438,.414,.350,.326,.473,.056,.464,.000,.000,0,.167,.000,2,0,,2006-2007
Etan Thomas,28,WAS,C,65,32,1246,.574,3.2,1.000,.599,.332,.054,.014,.000,.574,.663,.424,.467,.750,,.579,,.199,55,,,0,0,,2006-2007
Mickaël Gelabale,23,SEA,SF,70,14,1239,.462,11.6,.822,.352,.091,.114,.265,.178,.512,.731,.458,.167,.386,.234,.676,1.000,.080,20,.723,.265,0,0,,2006-2007
Steve Francis,29,NYK,SG,44,30,1237,.408,14.2,.676,.321,.029,.064,.262,.324,.422,.555,.200,.182,.344,.378,.245,.738,.006,1,.369,.415,0,0,,2006-2007
Kurt Thomas,34,PHO,C,67,13,1208,.486,10.8,.996,.313,.081,.205,.398,.004,.488,.667,.429,.434,.388,.000,.786,,.008,2,.000,,0,0,,2006-2007
Derek Anderson,32,CHA,SF,50,32,1190,.429,18.1,.483,.160,.031,.068,.224,.517,.507,.702,.556,.350,.409,.355,.583,.926,.007,2,.355,.315,0,0,,2006-2007
Gordan Giriček,29,UTA,SG,61,6,1188,.462,17.2,.680,.150,.058,.129,.344,.320,.479,.596,.364,.347,.496,.426,.621,.981,.010,3,.279,.382,2,0,,2006-2007
Yakhouba Diawara,24,DEN,SG,64,19,1177,.342,16.4,.418,.271,.068,.010,.068,.582,.418,.481,.350,.667,.200,.288,.647,.980,.031,7,.318,.222,1,0,,2006-2007
Damon Jones,30,CLE,PG,60,0,1173,.386,21.0,.349,.065,.025,.051,.208,.651,.387,.522,.333,.333,.365,.385,.500,.854,.000,0,.390,.389,0,0,,2006-2007
Rodney Carney,22,PHI,SF,67,35,1169,.464,12.1,.816,.311,.135,.117,.253,.184,.491,.648,.415,.370,.394,.347,.650,.920,.107,38,.361,.538,3,0,,2006-2007
Antoine Wright,22,NJN,SG,63,23,1137,.438,10.9,.765,.470,.040,.036,.219,.235,.474,.576,.400,.333,.291,.322,.736,1.000,.028,5,.678,.350,2,0,,2006-2007
Shaquille O'Neal,34,MIA,C,40,39,1135,.591,3.6,1.000,.486,.484,.029,.000,.000,.591,.764,.440,.214,,,.495,,.186,83,,,0,0,"MVP-12,AS",2006-2007
Kwame Brown,24,LAL,C,41,28,1132,.591,1.7,.996,.760,.223,.008,.004,.004,.593,.641,.444,.000,1.000,.000,.629,,.169,37,.000,,0,0,,2006-2007
Reggie Evans,26,DEN,PF,66,11,1127,.544,2.4,1.000,.758,.144,.047,.051,.000,.544,.589,.387,.600,.273,,.590,,.051,9,,,0,0,,2006-2007
Robert Horry,36,SAS,PF,68,8,1124,.359,18.5,.406,.163,.048,.044,.151,.594,.392,.585,.417,.545,.132,.336,.700,.880,.020,3,.342,.353,0,0,,2006-2007
Jordan Farmar,20,LAL,PG,72,2,1090,.422,15.6,.534,.293,.061,.058,.122,.466,.503,.570,.389,.412,.444,.328,.570,.800,.010,3,.219,.400,2,0,,2006-2007
Ronny Turiaf,24,LAL,C,72,1,1087,.549,6.3,.996,.519,.168,.112,.198,.004,.551,.676,.378,.333,.491,.000,.673,,.131,34,1.000,.000,0,0,,2006-2007
Renaldo Balkman,22,NYK,SF,68,1,1064,.505,4.9,.902,.735,.055,.040,.073,.098,.540,.629,.200,.091,.150,.185,.604,1.000,.175,44,.741,.200,1,0,,2006-2007
Speedy Claxton,28,ATL,PG,42,31,1054,.327,13.2,.899,.227,.129,.147,.396,.101,.340,.349,.278,.390,.336,.214,.341,.833,.000,0,.214,.500,1,0,,2006-2007
Jake Voskuhl,29,CHA,C,73,9,1043,.475,8.8,1.000,.408,.114,.133,.345,.000,.475,.644,.414,.353,.341,,.835,,.067,16,,,0,0,,2006-2007
Lorenzen Wright,31,ATL,C,67,31,1035,.448,8.1,1.000,.437,.109,.186,.268,.000,.448,.525,.350,.500,.327,,.707,,.066,10,,,0,0,,2006-2007
Salim Stoudamire,24,ATL,SG,61,0,1034,.416,18.5,.635,.136,.026,.056,.416,.365,.448,.586,.636,.458,.390,.361,.537,.893,.007,2,.168,.500,1,0,,2006-2007
Stromile Swift,27,MEM,C,54,18,1029,.465,6.3,.986,.483,.275,.087,.142,.014,.472,.581,.358,.333,.408,.000,.553,,.162,48,.000,,1,0,,2006-2007
Brian Scalabrine,28,BOS,PF,54,17,1027,.403,19.7,.424,.136,.026,.047,.215,.576,.407,.462,.600,.778,.268,.400,.545,1.000,.005,1,.336,.378,1,0,,2006-2007
Marc Jackson,32,NOK,PF,56,25,1025,.410,12.5,.997,.219,.137,.155,.487,.003,.411,.576,.340,.267,.402,.000,.742,,.003,1,.000,,1,0,,2006-2007
Brian Cook,26,LAL,PF,65,24,1018,.453,15.7,.718,.194,.056,.159,.309,.282,.474,.481,.478,.523,.444,.400,.698,1.000,.015,5,.130,.400,0,0,,2006-2007
Keith Bogans,26,ORL,SG,59,18,990,.404,17.0,.441,.233,.057,.029,.122,.559,.426,.579,.286,.000,.300,.387,.457,.943,.000,0,.489,.388,1,0,,2006-2007
Daniel Gibson,20,CLE,PG,60,16,988,.424,17.6,.463,.208,.043,.048,.165,.537,.430,.521,.100,.091,.500,.419,.413,.942,.013,1,.371,.391,2,0,,2006-2007
Vladimir Radmanović,26,LAL,PF,55,15,986,.424,13.1,.627,.323,.127,.070,.108,.373,.475,.569,.550,.227,.265,.339,.606,.950,.028,9,.356,.476,0,0,,2006-2007
Charlie Villanueva,22,MIL,PF,39,17,984,.470,11.5,.775,.300,.180,.149,.146,.225,.508,.670,.507,.333,.357,.337,.662,.966,.068,23,.151,.308,0,0,,2006-2007
Ersan İlyasova,19,MIL,PF,66,14,973,.383,15.1,.592,.248,.110,.080,.154,.408,.395,.522,.350,.172,.339,.365,.671,.833,.011,4,.203,.267,0,0,,2006-2007
Šarūnas Jasikevičius,30,2TM,PG,63,3,973,.398,17.4,.596,.093,.102,.183,.217,.404,.438,.433,.394,.424,.471,.338,.524,.773,.000,0,.200,.462,1,0,,2006-2007
Šarūnas Jasikevičius,30,IND,SG,37,1,664,.412,17.0,.611,.095,.104,.190,.222,.389,.437,.429,.435,.476,.408,.372,.627,.844,.000,0,.186,.563,0,0,,2006-2007
Šarūnas Jasikevičius,30,GSW,PG,26,2,309,.366,17.9,.564,.089,.099,.168,.208,.436,.439,.444,.300,.294,.619,.273,.280,.583,.000,0,.227,.300,1,0,,2006-2007
Lawrence Roberts,24,MEM,PF,54,18,969,.452,3.0,.990,.769,.111,.048,.063,.010,.456,.513,.261,.300,.231,.000,.713,,.168,30,.000,,1,0,,2006-2007
Tarence Kinsey,22,MEM,SG,48,12,967,.457,12.8,.849,.296,.076,.125,.352,.151,.488,.578,.348,.368,.486,.283,.619,.846,.049,14,.478,.364,1,0,,2006-2007
Tyrus Thomas,20,CHI,PF,72,4,966,.475,4.5,.993,.652,.124,.124,.092,.007,.479,.603,.314,.257,.115,.000,.664,,.287,76,.500,.000,0,0,ROY-9,2006-2007
Clifford Robinson,40,NJN,C,50,1,955,.372,16.1,.697,.106,.161,.078,.353,.303,.368,.478,.371,.353,.338,.379,.911,1.000,.000,0,.439,.483,0,0,,2006-2007
Beno Udrih,24,SAS,PG,73,1,948,.369,16.1,.666,.198,.070,.148,.250,.334,.410,.574,.208,.373,.360,.287,.574,.758,.000,0,.330,.342,3,0,,2006-2007
Eddie House,28,NJN,SG,56,1,946,.428,19.6,.584,.071,.014,.095,.404,.416,.427,.533,.500,.425,.406,.429,.857,.973,.000,0,.417,.466,1,0,,2006-2007
Jason Maxiell,23,DET,C,67,8,943,.500,6.1,1.000,.508,.156,.210,.126,.000,.500,.602,.415,.400,.364,,.664,,.210,45,,,0,0,,2006-2007
Walter Herrmann,27,CHA,PF,48,12,936,.527,14.2,.652,.279,.094,.036,.242,.348,.563,.717,.387,.250,.500,.461,.802,.962,.024,8,.791,.451,0,0,ROY-10,2006-2007
Sasha Vujačić,22,LAL,SG,73,4,935,.392,20.7,.399,.108,.022,.034,.235,.601,.421,.586,.167,.222,.397,.373,.556,.950,.000,0,.161,.308,3,0,,2006-2007
Kevin Ollie,34,PHI,PG,53,23,919,.433,11.6,.989,.257,.107,.235,.390,.011,.438,.542,.300,.432,.411,.000,.580,,.000,0,.000,,0,0,,2006-2007
Jarron Collins,28,UTA,C,82,9,913,.441,8.1,1.000,.435,.129,.171,.265,.000,.441,.581,.364,.310,.333,,.720,,.018,3,,,0,0,,2006-2007
Wally Szczerbiak,29,BOS,SF,32,19,900,.415,16.0,.727,.160,.098,.113,.356,.273,.415,.597,.395,.318,.370,.415,.658,.909,.008,3,.217,.522,0,0,,2006-2007
Thabo Sefolosha,22,CHI,SG,71,4,868,.426,12.4,.836,.336,.066,.098,.336,.164,.439,.558,.353,.400,.349,.357,.638,.933,.043,11,.357,.533,0,0,,2006-2007
Sergio Rodríguez,20,POR,PG,67,1,862,.423,16.2,.644,.218,.088,.050,.289,.356,.500,.442,.429,.417,.580,.282,.143,.583,.000,0,.129,.273,1,0,,2006-2007
Nenad Krstić,23,NJN,C,26,26,848,.526,8.7,.997,.344,.251,.099,.303,.003,.528,.640,.494,.469,.449,.000,.741,,.025,7,.000,,0,0,,2006-2007
Jason Hart,28,2TM,PG,36,22,846,.446,15.5,.871,.156,.054,.063,.598,.129,.477,.629,.333,.429,.455,.241,.581,.714,.000,0,.276,.375,0,0,,2006-2007
Jason Hart,28,SAC,PG,13,0,100,.500,14.9,.800,.233,.067,.067,.433,.200,.500,.714,.000,.000,.538,.500,.417,.333,.000,0,.000,,0,0,,2006-2007
Jason Hart,28,LAC,PG,23,22,746,.438,16.2,.881,.144,.052,.062,.624,.119,.474,.607,.400,.500,.446,.174,.605,1.000,.000,0,.348,.375,0,0,,2006-2007
Dan Gadzuric,28,MIL,C,54,8,840,.474,3.8,.996,.654,.184,.123,.035,.004,.476,.564,.238,.321,.625,.000,.704,,.197,38,.000,,0,0,,2006-2007
Primož Brezec,27,CHA,C,58,40,838,.445,10.0,.989,.365,.106,.150,.369,.011,.446,.520,.276,.488,.406,.333,.719,1.000,.022,6,.333,1.000,0,0,,2006-2007
Sean May,22,CHA,PF,35,8,838,.500,9.0,.991,.393,.149,.116,.332,.009,.498,.566,.388,.395,.505,.667,.660,1.000,.021,7,.000,,0,0,,2006-2007
Malik Rose,32,NYK,PF,65,2,810,.398,11.4,.957,.333,.102,.102,.419,.043,.404,.403,.368,.368,.423,.250,.694,1.000,.005,1,.500,.250,1,0,,2006-2007
Tony Allen,25,BOS,SG,33,18,805,.514,7.7,.873,.548,.124,.062,.139,.127,.553,.669,.406,.188,.389,.242,.448,.875,.066,16,.364,.167,0,0,,2006-2007
Marquis Daniels,26,IND,SG,45,4,800,.459,9.3,.907,.345,.217,.206,.139,.093,.482,.629,.443,.431,.256,.231,.398,.833,.014,3,.577,.267,1,1,,2006-2007
David Noel,22,MIL,PF,68,0,792,.367,14.5,.701,.277,.023,.113,.288,.299,.387,.449,.250,.500,.294,.321,.646,1.000,.028,4,.623,.394,0,0,,2006-2007
Mardy Collins,22,NYK,SF,52,9,777,.382,11.8,.794,.351,.132,.101,.211,.206,.409,.575,.300,.304,.250,.277,.216,.846,.039,7,.191,.333,3,0,,2006-2007
Nazr Mohammed,29,DET,C,51,33,773,.532,5.4,1.000,.545,.171,.225,.059,.000,.532,.628,.395,.460,.308,,.585,,.117,23,,,0,0,,2006-2007
Jacque Vaughn,31,SAS,PG,64,4,760,.425,12.5,.988,.263,.084,.114,.527,.012,.424,.409,.357,.316,.466,.500,.543,1.000,.000,0,1.000,.500,0,0,,2006-2007
Ike Diogu,23,2TM,PF,59,2,760,.477,5.6,1.000,.383,.425,.128,.064,.000,.477,.588,.372,.471,.529,,.535,,.079,19,,,0,0,,2006-2007
Ike Diogu,23,GSW,PF,17,0,222,.530,5.7,1.000,.373,.410,.157,.060,.000,.530,.774,.353,.385,.600,,.568,,.048,4,,,0,0,,2006-2007
Ike Diogu,23,IND,PF,42,2,538,.454,5.5,1.000,.388,.432,.115,.066,.000,.454,.507,.380,.524,.500,,.518,,.093,15,,,0,0,,2006-2007
Alexander Johnson,23,MEM,PF,59,19,753,.538,4.5,1.000,.586,.189,.166,.059,.000,.538,.677,.344,.429,.100,,.626,,.178,27,,,0,0,,2006-2007
Lindsey Hunter,36,DET,PG,52,0,745,.385,17.4,.512,.209,.033,.066,.205,.488,.448,.510,.250,.313,.460,.319,.339,.816,.000,0,.395,.383,1,0,,2006-2007
Austin Croshere,31,DAL,PF,61,2,727,.351,14.8,.590,.279,.063,.104,.144,.410,.397,.419,.500,.261,.406,.286,.635,.962,.041,8,.231,.238,0,0,,2006-2007
Leon Powe,23,BOS,C,63,2,720,.446,4.9,.989,.571,.271,.073,.073,.011,.451,.495,.417,.462,.231,.000,.354,,.090,15,.000,,0,0,,2006-2007
Linton Johnson,26,NOK,PF,54,0,720,.489,13.8,.842,.274,.053,.084,.432,.158,.519,.635,.400,.563,.451,.333,.735,1.000,.053,10,.800,.375,1,0,,2006-2007
Keith McLeod,27,2TM,PG,48,9,718,.388,16.9,.761,.144,.080,.064,.473,.239,.399,.370,.467,.583,.371,.356,.333,.750,.000,0,.089,.500,1,0,,2006-2007
Keith McLeod,27,GSW,PG,26,2,379,.390,16.5,.781,.171,.086,.057,.467,.219,.390,.389,.444,.500,.367,.391,.344,.778,.000,0,.087,1.000,1,0,,2006-2007
Keith McLeod,27,IND,PG,22,7,339,.386,17.4,.735,.108,.072,.072,.482,.265,.410,.333,.500,.667,.375,.318,.320,.714,.000,0,.091,.000,0,0,,2006-2007
Daniel Ewing,23,LAC,PG,61,3,712,.404,16.9,.727,.137,.075,.112,.404,.273,.436,.409,.333,.611,.415,.318,.490,.929,.012,1,.136,.500,0,0,,2006-2007
Allan Ray,22,BOS,SG,47,5,710,.386,17.0,.552,.212,.054,.042,.243,.448,.364,.436,.143,.273,.365,.414,.577,.958,.008,2,.422,.408,0,0,,2006-2007
Jeff McInnis,32,CHA,PG,38,3,702,.392,11.2,.956,.221,.227,.221,.287,.044,.405,.525,.463,.325,.327,.125,.300,1.000,.000,0,.250,.000,2,0,,2006-2007
Joel Przybilla,27,POR,C,43,43,701,.474,4.6,1.000,.615,.154,.192,.038,.000,.474,.583,.250,.267,.667,,.703,,.179,13,,,0,0,,2006-2007
Darius Songaila,28,WAS,PF,37,1,700,.524,10.8,.991,.276,.213,.120,.382,.009,.529,.677,.521,.407,.465,.000,.703,,.004,1,.000,,0,0,,2006-2007
Michael Doleac,29,MIA,C,56,0,698,.469,12.5,.994,.217,.109,.166,.503,.006,.471,.605,.368,.483,.432,.000,.793,,.011,2,.000,,0,0,,2006-2007
Lou Williams,20,PHI,PG,61,0,688,.441,10.6,.825,.427,.062,.128,.209,.175,.466,.578,.308,.444,.295,.324,.346,.833,.057,12,.243,.333,1,0,,2006-2007
Andray Blatche,20,WAS,PF,56,13,682,.437,9.1,.863,.477,.132,.051,.203,.137,.482,.628,.346,.200,.300,.148,.451,1.000,.107,21,.222,.000,0,0,,2006-2007
Ronnie Brewer,21,UTA,SG,56,14,675,.528,7.6,.953,.565,.073,.041,.275,.047,.554,.725,.214,.125,.358,.000,.755,,.171,32,.333,.000,0,0,,2006-2007
