Player,Age,Team,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot_1,PGA,And1,Blkd,Awards,Year,Off._1
Zach Randolph,20,POR,PF,41,0,238,0,0,0,40,60,-3.3,-7.3,5,3,9,5,14,30,5,13,,2001-2002,
Antonio McDyess,27,DEN,PF,10,10,236,0,0,0,87,13,-15.5,-9.5,12,3,7,3,15,41,2,6,,2001-2002,
Cherokee Parks,29,SAS,C,42,1,234,0,0,0,31,69,-12.3,-20.7,4,7,15,3,5,21,2,5,,2001-2002,
Erick Barkley,23,POR,PG,19,4,228,97,3,0,0,0,1.2,-2.5,9,1,8,1,5,73,0,4,,2001-2002,
Stephen Jackson,23,SAS,SF,23,1,227,0,4,96,0,0,-3.5,-11.3,7,12,17,4,8,23,1,4,,2001-2002,
Olumide Oyedeji,20,SEA,C,36,1,221,0,0,1,64,36,5.5,2.2,2,6,19,1,9,8,0,9,,2001-2002,
Nick Anderson,34,MEM,SG,15,0,219,0,63,36,1,0,-14.2,-6.4,11,2,6,1,4,30,1,2,,2001-2002,
Mikki Moore,26,DET,C,30,0,217,0,0,0,34,66,1.2,-1.6,7,5,18,2,10,26,2,3,,2001-2002,
Mark Bryant,36,SAS,PF,30,3,206,0,0,0,75,25,-3.9,-11.7,3,0,11,2,2,22,0,3,,2001-2002,
Brandon Armstrong,21,NJN,SG,35,0,196,17,82,1,0,0,-10.2,-15.3,4,2,9,2,4,17,0,4,,2001-2002,
Dean Garrett,35,2TM,C,34,0,183,0,0,0,28,72,1.5,-0.8,7,3,16,0,1,11,1,7,,2001-2002,
Dean Garrett,35,MIN,C,29,0,152,0,0,0,23,77,0.0,-4.0,6,1,13,0,1,9,1,6,,2001-2002,
Dean Garrett,35,GSW,C,5,0,31,0,0,0,52,48,8.6,14.7,1,2,3,0,0,2,0,1,,2001-2002,
Jabari Smith,24,2TM,C,23,0,181,0,0,0,53,47,5.9,1.6,2,1,15,0,12,22,2,1,,2001-2002,
Jabari Smith,24,SAC,C,12,0,71,0,0,0,35,65,5.4,-2.6,1,0,8,0,4,12,0,0,,2001-2002,
Jabari Smith,24,PHI,C,11,0,110,0,0,0,65,35,6.2,4.3,1,1,7,0,8,10,2,1,,2001-2002,
Lavor Postell,23,NYK,SG,23,0,179,0,92,8,0,0,5.4,10.1,3,4,3,2,13,10,2,8,,2001-2002,
Samuel Dalembert,20,PHI,C,34,0,177,0,0,0,11,89,-3.1,-5.3,3,5,14,5,5,10,0,5,,2001-2002,
Harold Jamison,25,LAC,PF,25,2,176,0,0,0,85,15,-3.5,-3.0,3,0,9,1,6,13,1,8,,2001-2002,
Randy Livingston,26,SEA,PG,13,0,176,60,40,0,0,0,15.7,12.9,1,0,5,0,3,55,1,5,,2001-2002,
Isaiah Rider,30,DEN,SG,10,1,173,0,62,38,0,0,9.1,16.4,4,5,4,2,7,24,1,8,,2001-2002,
Michael Ruffin,25,PHI,PF,15,0,169,0,0,0,73,27,-10.4,-12.9,3,4,10,2,4,11,0,4,,2001-2002,
Carlos Rogers,30,IND,C,22,1,168,0,0,1,35,65,-6.1,-6.5,3,1,9,1,10,6,3,1,,2001-2002,
Malik Allen,23,MIA,PF,12,2,161,0,0,19,69,12,-5.2,-3.6,2,0,8,0,4,12,2,4,,2001-2002,
Primož Brezec,22,IND,C,22,4,160,0,0,0,0,100,-6.6,-6.9,2,2,13,1,6,13,1,4,,2001-2002,
Sam Mack,31,MIA,SF,12,1,159,0,10,90,1,0,-0.5,1.4,3,1,8,0,3,8,1,1,,2001-2002,
Joe Crispin,22,2TM,PG,21,0,156,100,0,0,0,0,-5.0,-5.7,6,4,4,0,2,56,0,4,,2001-2002,
Joe Crispin,22,LAL,PG,6,0,27,100,0,0,0,0,-36.3,-44.1,0,1,1,0,1,4,0,0,,2001-2002,
Joe Crispin,22,PHO,PG,15,0,129,100,0,0,0,0,1.5,2.4,6,3,3,0,1,52,0,4,,2001-2002,
Keyon Dooling,21,LAC,PG,14,0,155,95,5,0,0,0,10.6,11.7,5,3,7,0,5,28,0,2,,2001-2002,
Mateen Cleaves,24,SAC,PG,32,0,153,34,65,1,0,0,-10.0,-18.7,16,7,5,0,4,54,3,3,,2001-2002,
Amal McCaskill,28,SAS,C,27,0,153,0,0,0,3,97,-12.1,-20.0,6,3,9,2,12,8,2,4,,2001-2002,
Obinna Ekezie,26,LAC,PF,29,1,152,0,0,0,23,77,1.8,2.4,1,5,8,1,15,8,0,9,,2001-2002,
Jaren Jackson,34,ORL,SG,9,0,144,0,84,16,0,0,-15.2,-17.6,6,0,6,1,1,21,0,1,,2001-2002,
Ansu Sesay,25,SEA,SF,9,0,142,0,0,59,40,1,-8.8,-12.7,1,0,10,0,8,18,2,3,,2001-2002,
Dean Oliver,23,GSW,PG,20,0,139,100,0,0,0,0,-16.3,-10.8,8,3,7,0,5,49,2,1,,2001-2002,
Chris Crawford,26,ATL,PF,7,4,131,0,0,28,72,0,-12.2,-7.6,5,3,7,0,6,11,2,4,,2001-2002,
Doug Overton,32,LAC,PG,18,0,130,90,10,0,0,0,0.4,1.0,6,4,4,2,3,30,2,2,,2001-2002,
Rodney White,21,DET,SF,16,0,129,0,4,81,16,0,8.4,5.9,7,4,1,2,3,25,0,8,,2001-2002,
Alvin Jones,23,PHI,C,23,2,126,0,0,0,9,91,-3.8,-6.0,0,2,13,6,8,6,0,1,,2001-2002,
Michael Dickerson,26,MEM,SG,4,4,124,0,100,0,0,0,-4.3,4.1,3,2,6,2,3,22,0,5,,2001-2002,
Mike James,26,MIA,PG,15,0,119,48,52,0,0,0,-15.7,-14.3,10,0,3,2,2,43,0,1,,2001-2002,
Michael Bradley,22,TOR,PF,26,0,118,0,0,13,69,18,-20.5,-20.6,3,3,4,0,3,6,0,2,,2001-2002,
Donny Marshall,29,NJN,SF,20,0,118,0,2,98,0,0,-6.1,-10.7,1,0,4,1,6,11,0,5,,2001-2002,
DeSagana Diop,20,CLE,C,18,1,109,0,0,0,7,94,-4.8,-1.1,4,5,15,1,2,11,2,2,,2001-2002,
Jelani McCoy,24,LAL,C,21,0,104,0,0,0,28,72,-15.6,-23.7,2,4,8,1,3,14,0,3,,2001-2002,
Leon Smith,21,ATL,C,14,0,100,0,0,0,36,64,1.5,6.5,2,1,7,0,9,6,1,3,,2001-2002,
Tang Hamilton,23,MIA,SF,9,2,98,0,0,97,3,0,-1.2,0.7,2,0,7,0,1,11,1,1,,2001-2002,
Victor Alexander,32,DET,C,15,0,97,0,0,4,50,46,4.3,1.7,4,0,2,1,4,15,0,0,,2001-2002,
Michael Stewart,26,TOR,C,11,0,93,0,0,0,45,54,-2.8,-2.3,2,0,12,1,5,6,1,1,,2001-2002,
Chucky Brown,33,SAC,SF,18,0,92,0,58,42,0,0,-8.4,-16.8,3,1,3,1,1,14,0,2,,2001-2002,
Jason Hart,23,SAS,PG,10,0,92,100,0,0,0,0,1.2,-6.1,5,1,5,2,2,29,0,1,,2001-2002,
Mitchell Butler,31,POR,SG,11,0,90,0,16,84,0,0,-10.4,-14.3,2,0,2,1,5,12,2,1,,2001-2002,
Brent Price,33,SAC,PG,20,0,89,100,0,0,0,0,-18.7,-27.3,5,3,5,0,4,20,1,0,,2001-2002,
Bruno Šundov,21,IND,C,22,0,88,0,0,0,31,69,-1.6,-1.7,3,0,9,1,0,6,0,1,,2001-2002,
Theo Ratliff,28,ATL,C,3,2,82,0,0,0,8,93,-13.9,-9.3,1,4,3,2,3,2,1,1,,2001-2002,
Kirk Haston,22,CHH,PF,15,0,77,0,0,36,60,3,-8.2,-9.5,0,2,7,0,3,10,0,4,,2001-2002,
Jeff Trepagnier,22,CLE,SG,12,0,77,11,88,1,0,0,4.9,8.8,7,3,4,0,2,26,0,2,,2001-2002,
Jérôme Moïso,23,CHH,C,15,0,76,0,0,22,40,38,3.5,2.6,2,2,4,3,0,8,0,3,,2001-2002,
Isaac Fontaine,26,MEM,SG,6,0,75,0,54,39,7,0,-36.4,-28.7,2,1,3,1,3,8,2,2,,2001-2002,
Cedric Henderson,26,GSW,SF,12,0,70,0,6,78,16,0,12.7,19.0,2,3,1,2,3,8,1,2,,2001-2002,
Damone Brown,22,PHI,SF,17,0,67,0,0,70,30,0,-6.1,-8.3,4,3,0,2,3,4,1,0,,2001-2002,
Norm Richardson,22,2TM,SG,11,0,67,0,21,79,0,0,-18.0,-9.1,3,0,2,0,4,4,1,3,,2001-2002,
Norm Richardson,22,IND,SG,3,0,4,0,100,0,0,0,-54.5,-54.7,0,0,0,0,0,2,0,2,,2001-2002,
Norm Richardson,22,CHI,SG,8,0,63,0,16,84,0,0,-15.6,-6.2,3,0,2,0,4,2,1,1,,2001-2002,
Dee Brown,33,ORL,PG,7,0,65,85,15,0,0,0,-2.2,-4.1,1,3,1,0,0,4,0,0,,2001-2002,
Steve Goodrich,25,NJN,SF,9,0,50,0,0,31,69,0,-11.3,-15.8,1,0,5,2,1,11,0,4,,2001-2002,
Elliot Perry,32,MEM,PG,2,0,48,100,0,0,0,0,-40.2,-32.3,4,2,2,0,0,14,0,0,,2001-2002,
Antonio Harvey,31,SEA,PF,5,3,47,0,0,7,56,37,-13.4,-17.0,1,1,4,1,1,11,0,0,,2001-2002,
Reggie Slater,31,2TM,PF,8,0,47,0,0,25,75,0,-8.7,-5.9,1,0,3,0,5,2,2,4,,2001-2002,
Reggie Slater,31,NJN,PF,4,0,10,0,0,32,68,0,44.9,40.6,1,0,1,0,1,0,1,0,,2001-2002,
Reggie Slater,31,ATL,PF,4,0,37,0,0,23,78,0,-23.2,-18.5,0,0,2,0,4,2,1,4,,2001-2002,
Mamadou N'Diaye,26,TOR,C,5,0,46,0,0,0,0,100,-6.0,-5.5,0,1,1,0,5,0,1,1,,2001-2002,
Maurice Evans,23,MIN,SG,10,0,45,0,6,86,8,0,-4.3,-8.3,1,0,4,0,2,9,2,1,,2001-2002,
Charlie Bell,22,2TM,SG,7,0,44,38,62,0,0,0,-15.0,-14.3,3,2,1,0,0,4,0,0,,2001-2002,
Charlie Bell,22,PHO,SG,5,0,42,35,65,0,0,0,-15.7,-15.0,3,2,1,0,0,4,0,0,,2001-2002,
Charlie Bell,22,DAL,SG,2,0,2,100,0,0,0,0,,,0,0,0,0,0,0,0,0,,2001-2002,
Jamison Brewer,21,IND,SG,13,0,43,57,42,1,0,0,6.3,6.4,1,2,2,0,0,20,0,1,,2001-2002,
Brian Cardinal,24,DET,PF,8,0,43,0,9,55,36,0,17.0,14.4,0,0,3,0,1,5,0,0,,2001-2002,
Tim James,25,PHI,SF,9,0,41,0,1,94,6,0,-19.6,-21.8,1,1,3,0,3,2,0,2,,2001-2002,
Joseph Forte,20,BOS,SG,8,0,39,23,77,0,0,0,-23.4,-26.0,1,1,1,0,2,14,0,1,,2001-2002,
Jeryl Sasser,22,ORL,SG,7,0,36,22,69,9,0,0,-20.9,-22.9,2,0,3,0,3,5,1,1,,2001-2002,
Matt Geiger,32,PHI,C,4,0,36,0,0,0,4,96,-38.3,-40.6,1,1,1,0,1,0,0,0,,2001-2002,
Eldridge Recasner,34,2TM,SG,6,0,33,82,18,0,0,0,-2.4,-1.9,0,1,2,0,1,12,1,1,,2001-2002,
Eldridge Recasner,34,CHH,SG,1,0,2,0,100,0,0,0,-66.7,-67.7,0,0,0,0,0,0,0,0,,2001-2002,
Eldridge Recasner,34,LAC,PG,5,0,31,88,12,0,0,0,1.8,2.4,0,1,2,0,1,12,1,1,,2001-2002,
Ira Bowman,28,PHI,SG,3,0,29,14,71,16,0,0,-9.0,-11.0,0,0,1,0,0,2,0,1,,2001-2002,
Greg Foster,33,MIL,PF,6,0,24,0,0,0,55,45,-21.2,-21.1,0,0,2,0,0,2,0,1,,2001-2002,
Daniel Santiago,25,PHO,C,3,0,24,0,0,0,0,100,-18.3,-17.6,1,1,2,0,0,5,0,1,,2001-2002,
Darrick Martin,30,DAL,PG,3,0,22,100,0,0,0,0,-52.3,-57.2,0,0,1,1,1,8,0,3,,2001-2002,
Ernest Brown,22,MIA,C,3,0,21,0,0,0,0,100,-62.8,-61.3,0,2,1,1,2,0,0,0,,2001-2002,
Mike Penberthy,27,LAL,PG,3,0,12,100,0,0,0,0,-4.0,-11.5,0,0,0,0,1,4,0,1,,2001-2002,
Larry Robinson,34,NYK,SG,2,0,10,0,13,87,0,0,17.5,21.8,0,0,1,0,0,0,0,0,,2001-2002,
Vinny Del Negro,35,PHO,PG,2,0,6,97,3,0,0,0,3.3,4.1,0,0,0,0,0,6,0,0,,2001-2002,
Randy Brown,33,BOS,PG,1,0,6,100,0,0,0,0,-40.0,-42.3,0,0,1,0,0,4,0,0,,2001-2002,
Ratko Varda,22,DET,C,1,0,6,0,0,0,0,100,-19.7,-22.4,1,0,1,0,1,0,1,0,,2001-2002,
Dickey Simpkins,29,ATL,PF,1,0,3,0,0,0,100,0,-16.7,-11.8,0,0,0,0,0,3,0,0,,2001-2002,
Allen Iverson,27,PHI,SG,82,82,3485,16,79,5,0,0,2.3,-1.2,157,83,48,26,262,948,43,96,"MVP-6,DPOY-6,AS,NBA2",2002-2003,
Kobe Bryant,24,LAL,SG,82,82,3401,0,90,10,0,0,3.8,10.0,140,93,58,37,263,1062,52,79,"MVP-3,DPOY-8,AS,NBA1",2002-2003,
Shawn Marion,24,PHO,SF,81,81,3373,0,1,85,14,0,1.0,-1.5,69,56,115,10,104,424,27,57,"DPOY-13,AS",2002-2003,
Jalen Rose,30,CHI,SF,82,82,3351,0,36,64,0,0,-6.1,-4.2,141,67,94,54,167,857,39,63,,2002-2003,
Kevin Garnett,26,MIN,PF,82,82,3321,0,0,6,82,13,6.1,23.6,82,66,86,30,214,1065,58,60,"MVP-2,DPOY-3,AS,NBA1",2002-2003,
Jamal Mashburn,30,NOH,SF,82,81,3321,0,0,82,17,0,2.5,1.0,102,82,93,30,126,1009,33,81,"MVP-11,AS,NBA3",2002-2003,
Steve Francis,25,HOU,PG,81,81,3318,78,22,0,0,0,3.1,8.9,138,79,81,26,219,1141,43,84,AS,2002-2003,
Stephon Marbury,25,PHO,PG,81,81,3240,100,0,0,0,0,1.3,1.0,148,63,56,29,176,1485,42,96,"AS,NBA3",2002-2003,
Antoine Walker,26,BOS,PF,78,78,3235,0,0,3,81,16,0.9,6.6,128,68,91,38,123,860,33,88,AS,2002-2003,
Antawn Jamison,26,GSW,SF,82,82,3226,0,4,84,12,0,-2.1,-5.3,73,61,101,25,170,351,35,64,,2002-2003,
Gary Payton,34,2TM,PG,80,80,3208,64,36,0,0,0,-0.9,-2.6,87,51,54,27,147,1467,40,73,"DPOY-11,AS",2002-2003,
Gary Payton,34,SEA,PG,52,52,2123,80,20,0,0,0,-1.7,-4.0,60,32,31,23,95,1001,21,50,,2002-2003,
Gary Payton,34,MIL,PG,28,28,1085,33,67,0,0,0,0.7,0.3,27,19,23,4,52,466,19,23,,2002-2003,
Tim Duncan,26,SAS,PF,81,81,3181,0,0,0,57,43,9.1,14.7,102,82,132,36,263,709,65,102,"MVP-1,DPOY-4,AS,NBA1",2002-2003,
Ricky Davis,23,CLE,SG,79,76,3131,1,82,17,0,0,-10.6,-0.9,143,78,100,17,157,940,33,74,,2002-2003,
Dirk Nowitzki,24,DAL,PF,80,80,3117,0,0,5,74,21,12.6,20.4,81,39,117,17,221,538,54,50,"MVP-7,AS,NBA2",2002-2003,
Allan Houston,31,NYK,SG,82,82,3108,3,97,0,0,0,-1.1,2.7,96,46,72,25,129,489,34,50,,2002-2003,
Eric Snow,29,PHI,PG,82,82,3108,99,1,0,0,0,1.3,-5.2,123,50,106,9,132,1171,24,50,DPOY-10,2002-2003,
Paul Pierce,25,BOS,SG,79,79,3096,0,93,7,0,0,1.9,10.7,114,113,88,43,304,856,81,98,"MVP-11,AS,NBA3",2002-2003,
Shareef Abdur-Rahim,26,ATL,PF,81,81,3087,0,0,5,93,2,-3.5,1.5,80,63,95,35,228,555,41,106,,2002-2003,
Jason Terry,25,ATL,PG,81,81,3081,97,3,0,0,0,-2.9,3.9,151,59,66,15,95,1290,9,46,,2002-2003,
Rashard Lewis,23,SEA,SF,77,77,3044,0,2,68,30,1,-1.1,-5.5,44,52,86,35,121,296,25,57,,2002-2003,
Cuttino Mobley,27,HOU,SG,73,73,3044,0,93,6,0,0,2.2,2.7,95,38,56,24,93,473,25,41,,2002-2003,
Michael Jordan,39,WAS,SF,82,67,3031,0,17,79,5,0,-0.4,2.8,94,50,83,15,133,674,24,51,AS,2002-2003,
Jason Kidd,29,NJN,PG,80,80,2989,95,6,0,0,0,8.5,11.0,209,61,43,15,131,1505,30,35,"MVP-9,AS,NBA2",2002-2003,
Tracy McGrady,23,ORL,SG,75,74,2954,7,74,19,0,0,3.2,13.0,95,81,72,9,303,943,66,77,"MVP-4,AS,NBA1",2002-2003,
Morris Peterson,25,TOR,SF,82,80,2949,0,19,80,1,0,-5.6,4.1,62,26,108,19,108,408,29,52,,2002-2003,
Pau Gasol,22,MEM,PF,82,82,2948,0,0,0,50,50,-2.5,3.8,65,97,119,29,225,523,59,94,,2002-2003,
Karl Malone,39,UTA,PF,81,81,2936,0,0,0,85,15,3.8,2.5,133,40,93,25,240,778,49,61,,2002-2003,
Andre Miller,26,LAC,PG,80,80,2913,100,0,0,0,0,-5.7,-4.3,108,52,55,32,151,1165,34,72,,2002-2003,
Ray Allen,27,2TM,SG,76,75,2880,1,90,9,0,0,3.0,4.0,102,57,108,21,114,771,16,63,,2002-2003,
Ray Allen,27,MIL,SG,47,46,1683,2,96,2,0,0,1.9,2.3,59,32,75,16,69,380,8,35,,2002-2003,
Ray Allen,27,SEA,SG,29,29,1197,0,82,18,0,0,4.6,6.3,43,25,33,5,45,391,8,28,,2002-2003,
Richard Jefferson,22,NJN,SF,80,80,2879,0,0,97,3,0,7.0,4.2,62,55,83,22,184,451,35,74,,2002-2003,
Ben Wallace,28,DET,C,73,73,2873,0,0,0,10,90,5.1,3.4,44,22,114,8,71,265,13,22,"MVP-8,DPOY-1,AS,NBA2",2002-2003,
Gilbert Arenas,21,GSW,PG,82,82,2866,87,13,0,0,0,-1.5,-1.5,147,75,96,42,174,1112,39,98,MIP-1,2002-2003,
Jermaine O'Neal,24,IND,PF,77,76,2864,0,0,0,68,32,3.0,-2.1,41,53,125,44,219,331,49,132,"AS,NBA3",2002-2003,
Latrell Sprewell,32,NYK,SF,74,73,2859,1,24,76,0,0,-2.1,-1.6,83,58,61,10,81,764,16,43,,2002-2003,
Caron Butler,22,MIA,SF,78,78,2858,0,0,94,6,0,-7.2,-5.6,64,66,81,43,145,462,31,95,ROY-3,2002-2003,
Derek Fisher,28,LAL,PG,82,82,2829,100,1,0,0,0,4.5,7.5,62,15,62,12,41,669,11,17,,2002-2003,
Clifford Robinson,36,DET,PF,81,69,2825,0,0,1,96,4,3.0,-4.2,84,38,112,21,101,610,22,36,,2002-2003,
Tony Parker,20,SAS,PG,82,82,2774,99,1,0,0,0,8.6,8.4,95,51,66,25,76,966,10,49,,2002-2003,
Desmond Mason,25,2TM,SF,80,40,2763,0,30,68,2,0,0.2,-0.5,27,46,91,23,96,380,17,41,,2002-2003,
Desmond Mason,25,SEA,SF,52,15,1811,0,42,57,1,0,-1.1,-2.3,15,29,53,18,56,222,11,25,,2002-2003,
Desmond Mason,25,MIL,SF,28,25,952,0,6,88,6,0,2.7,2.8,12,17,38,5,40,158,6,16,,2002-2003,
Jerry Stackhouse,28,WAS,SG,70,70,2747,1,90,9,0,0,-0.7,1.3,86,71,45,26,158,673,25,65,,2002-2003,
Juwan Howard,29,DEN,PF,77,77,2730,0,0,5,89,5,-10.7,-4.2,82,51,86,35,146,505,31,102,,2002-2003,
Steve Nash,28,DAL,PG,82,82,2711,99,2,0,0,0,9.6,4.1,125,39,44,15,100,1353,21,53,"MVP-11,AS,NBA3",2002-2003,
Doug Christie,32,SAC,SG,80,80,2710,2,96,2,0,0,9.6,9.4,86,31,78,17,48,814,9,21,DPOY-5,2002-2003,
David Wesley,32,NOH,SG,73,73,2710,28,67,5,0,0,2.7,1.2,68,43,80,14,80,545,15,46,,2002-2003,
Sam Cassell,33,MIL,PG,78,77,2700,100,0,0,0,0,-2.0,-8.0,92,54,63,17,137,996,17,41,,2002-2003,
Jason Richardson,22,GSW,SG,82,82,2698,1,81,17,1,0,-3.0,-6.1,68,65,75,29,111,543,25,81,,2002-2003,
Rasheed Wallace,28,POR,PF,74,74,2684,0,0,2,95,4,5.4,7.7,74,44,120,11,125,328,26,30,,2002-2003,
Michael Finley,29,DAL,SF,69,69,2642,0,24,74,3,0,12.3,12.1,54,35,45,14,94,482,18,44,,2002-2003,
Brian Grant,30,MIA,C,82,82,2641,0,0,0,23,77,-5.8,-0.5,63,29,140,21,86,225,22,57,,2002-2003,
Richard Hamilton,24,DET,SG,82,82,2640,1,89,11,0,0,2.7,-4.3,66,63,82,46,181,470,34,93,,2002-2003,
Alvin Williams,28,TOR,PG,78,78,2638,83,17,0,0,0,-5.4,3.9,75,37,97,8,87,919,18,35,,2002-2003,
Kenyon Martin,25,NJN,PF,77,77,2628,0,0,9,90,2,8.0,6.4,67,59,96,37,181,403,34,84,DPOY-12,2002-2003,
Chris Webber,29,SAC,PF,67,67,2622,0,0,0,96,4,7.3,1.9,100,62,94,36,165,818,39,56,"MVP-10,AS,NBA2",2002-2003,
P.J. Brown,33,NOH,PF,78,78,2609,0,0,1,96,4,2.2,-0.5,34,26,88,21,96,327,11,39,,2002-2003,
Troy Hudson,26,MIN,PG,79,74,2600,100,0,0,0,0,1.9,-1.3,104,52,41,12,53,949,5,39,,2002-2003,
Glenn Robinson,30,ATL,SF,69,68,2591,0,0,91,9,0,-4.2,-1.1,106,98,81,14,106,462,15,50,,2002-2003,
Pat Garrity,26,ORL,PF,81,53,2584,0,0,2,89,10,1.6,4.6,36,16,106,13,28,277,7,15,,2002-2003,
Kurt Thomas,30,NYK,C,81,81,2577,0,0,0,6,94,-0.5,3.3,58,26,174,39,73,381,16,47,,2002-2003,
Amar'e Stoudemire,20,PHO,PF,82,71,2570,0,0,1,81,18,-0.8,-5.5,39,66,96,49,236,165,72,104,ROY-1,2002-2003,
Bruce Bowen,31,SAS,SF,82,82,2566,0,4,96,0,0,8.8,7.6,39,16,64,10,35,266,6,25,DPOY-7,2002-2003,
Matt Harpring,26,UTA,SF,78,69,2557,0,33,67,0,0,5.7,7.3,57,61,68,23,118,277,17,87,,2002-2003,
Derek Anderson,28,POR,PG,76,76,2556,53,47,0,0,0,4.3,3.9,66,33,57,10,78,708,17,19,,2002-2003,
Shaquille O'Neal,30,LAL,C,67,66,2535,0,0,0,0,100,7.0,12.8,60,50,137,44,323,470,95,49,"MVP-5,DPOY-13,AS,NBA1",2002-2003,
Theo Ratliff,29,ATL,C,81,81,2518,0,0,0,0,100,-1.5,6.2,33,47,116,30,90,159,10,39,DPOY-9,2002-2003,
James Posey,26,2TM,SF,83,71,2518,0,11,85,4,0,-3.3,-1.3,61,40,74,18,89,403,18,38,,2002-2003,
James Posey,26,DEN,SF,25,24,872,0,30,68,2,0,-12.5,-3.9,27,20,20,7,29,161,9,24,,2002-2003,
James Posey,26,HOU,SF,58,47,1646,0,1,94,5,0,1.6,0.0,34,20,54,11,60,242,9,14,,2002-2003,
Troy Murphy,22,GSW,PF,79,79,2510,0,0,0,90,10,-2.5,-4.0,36,40,102,17,98,239,11,62,,2002-2003,
Brent Barry,31,SEA,SG,75,68,2480,30,69,2,0,0,0.3,0.5,81,29,88,25,69,845,13,38,,2002-2003,
Al Harrington,22,IND,SF,82,37,2467,0,5,57,38,0,2.9,-1.8,42,51,97,40,118,286,25,83,6MOY-8,2002-2003,
Elton Brand,23,LAC,PF,62,61,2454,0,0,0,93,7,-3.1,3.8,45,53,88,23,151,364,48,60,,2002-2003,
Peja Stojaković,25,SAC,SF,72,72,2450,0,6,87,7,0,8.2,4.2,48,34,63,8,91,317,19,37,AS,2002-2003,
Jamaal Magloire,24,NOH,C,82,82,2443,0,0,0,0,100,2.5,0.5,40,41,117,44,122,197,22,58,,2002-2003,
Zydrunas Ilgauskas,27,CLE,C,81,81,2432,0,0,0,0,100,-9.0,3.9,72,58,134,37,224,277,37,78,AS,2002-2003,
Jason Williams,27,MEM,PG,76,76,2407,100,0,0,0,0,-3.4,0.2,117,34,54,7,29,1392,5,14,,2002-2003,
Bonzi Wells,26,POR,SG,75,65,2396,2,57,41,0,0,2.3,-1.6,98,68,74,34,128,525,20,62,,2002-2003,
Vlade Divac,34,SAC,C,80,80,2384,0,0,0,0,100,9.6,7.4,75,47,131,16,109,609,19,64,,2002-2003,
Shane Battier,24,MEM,SF,78,47,2383,0,9,89,2,0,-2.0,3.7,30,16,131,13,57,231,19,26,,2002-2003,
Yao Ming,22,HOU,C,82,72,2382,0,0,0,0,100,2.9,3.2,67,51,152,19,143,310,34,61,"ROY-2,AS",2002-2003,
Donyell Marshall,29,CHI,PF,78,53,2378,0,0,10,90,1,-5.3,0.3,48,42,116,27,79,295,21,76,,2002-2003,
Aaron McKie,30,PHI,SF,80,40,2374,0,9,88,3,0,4.5,5.2,51,31,66,17,54,596,13,72,,2002-2003,
Tim Thomas,25,MIL,SF,80,70,2358,0,1,70,29,0,-0.8,-3.3,53,34,136,28,81,238,14,40,,2002-2003,
Calbert Cheaney,31,UTA,SG,81,74,2351,0,97,3,0,0,5.1,4.9,56,27,80,15,33,343,5,36,,2002-2003,
Darrell Armstrong,34,ORL,PG,82,23,2350,93,7,0,0,0,0.5,1.1,95,42,43,8,25,740,7,23,,2002-2003,
Eric Williams,30,BOS,SF,82,79,2350,0,3,94,3,0,1.8,5.1,28,41,107,19,114,330,22,45,,2002-2003,
Jerome Williams,29,TOR,PF,71,63,2346,0,0,9,91,1,-4.1,6.1,23,30,67,25,129,214,25,52,,2002-2003,
Robert Horry,32,LAL,PF,80,26,2343,0,0,0,94,6,4.1,4.2,70,24,123,10,55,519,14,14,,2002-2003,
Rasho Nesterović,26,MIN,C,77,77,2337,0,0,0,8,93,2.3,-0.1,31,19,141,23,44,244,10,58,,2002-2003,
Keith Van Horn,27,PHI,PF,74,73,2337,0,0,1,87,11,2.3,-0.3,38,41,110,20,98,196,15,69,,2002-2003,
Chauncey Billups,26,DET,PG,74,74,2327,98,3,0,0,0,4.0,-0.5,70,41,48,18,127,619,23,54,,2002-2003,
Malik Allen,24,MIA,PF,80,73,2318,0,0,0,94,6,-8.1,-5.8,47,44,134,18,49,123,13,49,,2002-2003,
Metta World Peace,23,IND,SF,69,67,2317,0,29,70,1,0,7.2,8.8,49,48,74,21,158,438,37,72,DPOY-2,2002-2003,
Michael Redd,23,MIL,SG,82,14,2316,2,53,45,0,0,2.4,4.6,35,23,54,13,73,267,20,43,6MOY-2,2002-2003,
Dale Davis,33,POR,C,78,78,2282,0,0,0,4,96,2.4,-1.2,18,28,83,9,77,217,13,35,,2002-2003,
John Stockton,40,UTA,PG,82,82,2275,100,0,0,0,0,5.7,6.2,130,33,59,15,63,1313,16,36,,2002-2003,
Brad Miller,26,IND,C,73,72,2270,0,0,0,0,100,6.1,5.9,66,29,96,11,144,412,35,94,AS,2002-2003,
Nenê,20,DEN,C,80,53,2258,0,0,0,3,97,-6.4,7.0,64,41,103,42,137,319,25,79,ROY-6,2002-2003,
Joe Johnson,21,PHO,SG,82,34,2255,9,77,14,0,0,1.1,-0.1,46,35,49,11,44,460,7,43,6MOY-11,2002-2003,
Stephen Jackson,24,SAS,SG,80,58,2254,0,63,37,0,0,4.6,-3.4,78,48,86,21,76,401,17,40,,2002-2003,
Anthony Peeler,33,MIN,SG,82,39,2245,0,98,2,0,0,1.0,-3.0,49,26,62,4,17,512,4,32,,2002-2003,
